sintomas,doenca
"perda de consciência, formigamento, fraqueza no braço, náuseas e vômitos, desorientação",AVC
"dificuldade em lembrar informações recentes, paralisia, perda de sensibilidade, ataxia, tremores",AVC
"paralisia, afasia, dificuldade para levantar o braço, cefaleia severa, instabilidade",AVC
"dor de cabeça intensa, perda de coordenação, alterações no estado de consciência, rosto assimétrico, dificuldade para permanecer de pé",AVC
"perda de memória, instabilidade, tontura, cegueira parcial",AVC
"movimentos descontrolados, não sentir frio ou calor, tontura, dificuldade para falar",AVC
"perda de sensibilidade, vertigem, dificuldade para articular palavras",AVC
"confusão mental, dificuldade para articular palavras, dificuldade em lembrar informações recentes, cegueira parcial",AVC
"afasia, não sentir frio ou calor, desmaio, dificuldade para permanecer de pé",AVC
"fala embolada, não sentir frio ou calor, confusão",AVC
"desmaio, não sentir frio ou calor, rosto assimétrico, tontura",AVC
"fraqueza súbita em um lado do corpo, perda de visão em um olho, perda de equilíbrio, fraqueza no braço",AVC
"alterações no estado de consciência, perda de memória, rosto assimétrico, cefaleia severa",AVC
"perda de sensibilidade, ataxia, paralisia, tremores, tontura",AVC
"tontura, dor de cabeça intensa, não sentir frio ou calor, perda de memória",AVC
"dificuldade para permanecer de pé, confusão mental, perda de consciência, vertigem, boca torta",AVC
"sonolência, confusão, tremores, emese",AVC
"não sentir frio ou calor, dormência em um lado do corpo, dificuldade para levantar o braço",AVC
"fala embolada, dificuldade para levantar o braço, sobrancelha caída, emese",AVC
"perda de visão em um olho, náuseas e vômitos, dificuldade para falar, visão embaçada, formigamento",AVC
"dificuldade para permanecer de pé, rosto assimétrico, perda de sensibilidade, formigamento, ataxia",AVC
"sonolência, dificuldade para permanecer de pé, confusão mental, ataxia, enjoo",AVC
"paralisia, perda de visão em um olho, instabilidade, alterações na visão, dificuldade para articular palavras",AVC
"perda de visão em um olho, dor de cabeça intensa, dificuldade para falar, instabilidade, dormência em um lado do corpo",AVC
"perda de memória, fraqueza súbita em um lado do corpo, alterações na visão, vertigem",AVC
"perda de sensibilidade, desorientação, perda de memória, perda de consciência",AVC
"perda de coordenação, perda de equilíbrio, fala embolada, não sentir frio ou calor",AVC
"alterações no estado de consciência, boca torta, dificuldade para falar",AVC
"alterações na visão, perda de coordenação, perda de equilíbrio, fraqueza no braço, desmaio",AVC
"fala embolada, perda de equilíbrio, tontura, dificuldade para levantar o braço, não sentir frio ou calor",AVC
"formigamento, dificuldade para caminhar, não sentir frio ou calor, boca torta",AVC
"tremores, perda de visão em um olho, perda de coordenação, confusão",AVC
"dormência em um lado do corpo, afasia, desmaio, paralisia, confusão mental",AVC
"alterações no estado de consciência, fala embolada, náuseas e vômitos, tontura, cegueira parcial",AVC
"formigamento, vertigem, perda de sensibilidade",AVC
"formigamento, fraqueza súbita em um lado do corpo, náuseas e vômitos, sonolência",AVC
"perda de equilíbrio, enjoo, desorientação, sonolência, cefaleia severa",AVC
"náuseas e vômitos, perda de memória, paralisia, ataxia",AVC
"enjoo, paralisia, desmaio, dificuldade para articular palavras, visão dupla",AVC
"tremores, instabilidade, rosto assimétrico, alterações na visão",AVC
"perda de visão em um olho, emese, perda de sensibilidade, dificuldade em lembrar informações recentes",AVC
"tontura, emese, movimentos descontrolados, perda de equilíbrio",AVC
"não sentir frio ou calor, confusão mental, tontura",AVC
"dificuldade para caminhar, dificuldade para falar, dormência em um lado do corpo",AVC
"dor de cabeça intensa, sobrancelha caída, ataxia, dificuldade para caminhar, paralisia",AVC
"afasia, emese, desmaio",AVC
"fala embolada, perda de memória, vertigem, formigamento, desmaio",AVC
"instabilidade, afasia, náuseas e vômitos, tontura, boca torta",AVC
"ataxia, não sentir frio ou calor, cefaleia severa, dificuldade para levantar o braço",AVC
"alterações no estado de consciência, tremores, dificuldade para articular palavras",AVC
"dor de cabeça intensa, tremores, desmaio",AVC
"movimentos descontrolados, dificuldade para articular palavras, vertigem",AVC
"perda de coordenação, perda de visão em um olho, afasia",AVC
"confusão mental, perda de consciência, afasia, movimentos descontrolados, não sentir frio ou calor",AVC
"perda de coordenação, dificuldade para articular palavras, confusão, sonolência, não sentir frio ou calor",AVC
"perda de memória, vertigem, desorientação, perda de coordenação",AVC
"perda de memória, cefaleia severa, desorientação, movimentos descontrolados",AVC
"dificuldade para falar, fala embolada, fraqueza súbita em um lado do corpo, sonolência, emese",AVC
"ataxia, cefaleia severa, visão dupla, dificuldade para caminhar, tremores",AVC
"ataxia, instabilidade, movimentos descontrolados, paralisia",AVC
"fala embolada, desorientação, cefaleia severa",AVC
"ataxia, dificuldade para articular palavras, desmaio, boca torta",AVC
"dificuldade para articular palavras, náuseas e vômitos, desmaio, rosto assimétrico",AVC
"dificuldade para caminhar, movimentos descontrolados, visão dupla",AVC
"cefaleia severa, dificuldade para levantar o braço, náuseas e vômitos, tontura, formigamento",AVC
"perda de memória, perda de equilíbrio, rosto assimétrico",AVC
"enjoo, dificuldade para levantar o braço, afasia, fala embolada",AVC
"formigamento, afasia, movimentos descontrolados",AVC
"perda de consciência, dormência em um lado do corpo, fraqueza súbita em um lado do corpo, fraqueza no braço, desmaio",AVC
"tremores, dificuldade em lembrar informações recentes, perda de visão em um olho",AVC
"perda de visão em um olho, dificuldade para permanecer de pé, tontura, sobrancelha caída",AVC
"perda de memória, vertigem, perda de consciência",AVC
"emese, fala embolada, visão dupla, confusão",AVC
"ataxia, dificuldade para falar, dificuldade para caminhar",AVC
"confusão, dificuldade para falar, perda de equilíbrio",AVC
"formigamento, sonolência, ataxia",AVC
"perda de coordenação, movimentos descontrolados, perda de memória, instabilidade",AVC
"cefaleia severa, ataxia, dificuldade para caminhar, perda de sensibilidade, visão embaçada",AVC
"boca torta, dificuldade para articular palavras, dormência em um lado do corpo, ataxia, perda de equilíbrio",AVC
"dificuldade para caminhar, desorientação, tontura, fraqueza súbita em um lado do corpo, perda de sensibilidade",AVC
"instabilidade, cegueira parcial, ataxia, boca torta, desorientação",AVC
"desmaio, cegueira parcial, instabilidade, emese",AVC
"movimentos descontrolados, vertigem, desorientação, dificuldade para articular palavras, boca torta",AVC
"dificuldade para articular palavras, confusão, rosto assimétrico, cegueira parcial",AVC
"dor de cabeça intensa, confusão mental, não sentir frio ou calor",AVC
"desmaio, rosto assimétrico, fraqueza no braço",AVC
"confusão, cefaleia severa, dificuldade para articular palavras, tremores, confusão mental",AVC
"paralisia, dificuldade para articular palavras, dificuldade para levantar o braço, instabilidade",AVC
"perda de memória, perda de visão em um olho, emese",AVC
"tremores, dormência em um lado do corpo, perda de coordenação, vertigem",AVC
"perda de memória, afasia, emese",AVC
"desorientação, desmaio, sobrancelha caída, emese",AVC
"formigamento, dor de cabeça intensa, fraqueza no braço, sonolência",AVC
"sonolência, tontura, rosto assimétrico, instabilidade, fala embolada",AVC
"visão dupla, cegueira parcial, desmaio, cefaleia severa, dormência em um lado do corpo",AVC
"dificuldade para falar, vertigem, instabilidade",AVC
"não sentir frio ou calor, dormência em um lado do corpo, tremores",AVC
"vertigem, dificuldade para permanecer de pé, formigamento",AVC
"formigamento, dificuldade para articular palavras, alterações na visão",AVC
"sobrancelha caída, fala embolada, náuseas e vômitos",AVC
"ataxia, confusão mental, instabilidade, movimentos descontrolados, desmaio",AVC
"dificuldade para caminhar, perda de memória, sobrancelha caída, confusão mental",AVC
"desmaio, emese, confusão mental",AVC
"tremores, vertigem, paralisia, dificuldade para levantar o braço, perda de sensibilidade",AVC
"boca torta, tremores, fala embolada, instabilidade",AVC
"dificuldade em lembrar informações recentes, emese, boca torta",AVC
"sonolência, movimentos descontrolados, instabilidade, afasia, paralisia",AVC
"perda de sensibilidade, dificuldade para falar, dor de cabeça intensa, fraqueza súbita em um lado do corpo, dificuldade para permanecer de pé",AVC
"sonolência, tremores, dificuldade para levantar o braço, dificuldade para articular palavras",AVC
"dor de cabeça intensa, fraqueza no braço, dificuldade para falar, sonolência",AVC
"boca torta, afasia, movimentos descontrolados",AVC
"vertigem, visão dupla, tremores, desorientação, dificuldade em lembrar informações recentes",AVC
"vertigem, cegueira parcial, confusão mental",AVC
"fraqueza súbita em um lado do corpo, tremores, enjoo",AVC
"vertigem, dormência em um lado do corpo, emese, confusão mental",AVC
"fraqueza no braço, náuseas e vômitos, afasia, tontura",AVC
"desmaio, tontura, dificuldade para levantar o braço, dificuldade para permanecer de pé",AVC
"perda de sensibilidade, boca torta, visão embaçada",AVC
"cefaleia severa, perda de memória, visão dupla, dificuldade para falar, dificuldade para levantar o braço",AVC
"sonolência, perda de visão em um olho, dificuldade para permanecer de pé",AVC
"visão dupla, perda de sensibilidade, afasia",AVC
"movimentos descontrolados, dificuldade para caminhar, confusão mental, dificuldade para levantar o braço, ataxia",AVC
"rosto assimétrico, fala embolada, perda de coordenação, confusão",AVC
"fala embolada, alterações na visão, sobrancelha caída, perda de equilíbrio, cegueira parcial",AVC
"dificuldade para levantar o braço, paralisia, perda de coordenação, dificuldade para permanecer de pé",AVC
"tremores, não sentir frio ou calor, dificuldade para permanecer de pé, cegueira parcial",AVC
"não sentir frio ou calor, instabilidade, confusão mental, perda de memória",AVC
"perda de coordenação, alterações na visão, fraqueza súbita em um lado do corpo, tontura, tremores",AVC
"perda de coordenação, alterações na visão, perda de visão em um olho",AVC
"movimentos descontrolados, dificuldade para falar, desorientação",AVC
"ataxia, dormência em um lado do corpo, cegueira parcial, alterações no estado de consciência, paralisia",AVC
"paralisia, visão dupla, dor de cabeça intensa, perda de memória, tremores",AVC
"sonolência, visão embaçada, tontura, instabilidade",AVC
"fraqueza súbita em um lado do corpo, dificuldade para permanecer de pé, dormência em um lado do corpo",AVC
"sobrancelha caída, perda de coordenação, sonolência",AVC
"alterações no estado de consciência, afasia, movimentos descontrolados, perda de visão em um olho",AVC
"tremores, enjoo, sonolência",AVC
"formigamento, desmaio, alterações na visão, fraqueza súbita em um lado do corpo, tremores",AVC
"instabilidade, desorientação, alterações no estado de consciência",AVC
"fraqueza súbita em um lado do corpo, dificuldade para falar, sobrancelha caída, instabilidade",AVC
